respondent_id,persona_label,Q1_age_group,Q2_gender,Q3_state,Q4_city_tier,Q5_education,Q6_occupation,Q_hh_size,Q_hh_type,Q_children_under15,Q_waste_segregation,Q_purchase_decision_maker,Q7_income_band,Q7_income_midpoint_INR,Q8_monthly_spend_band,Q8_spend_midpoint_INR,Q9_willingness_to_pay_premium,Q10_eco_awareness_1to5,Q11_reduce_plastic_freq,Q12_prior_eco_purchase,Q13_products_interested,Q14_clothing_types,Q15_cookware_types,Q16_colour_preference,Q17_purchase_occasions,Q18_primary_channel,Q19_top3_purchase_factors,Q20_shopping_frequency,Q21_bundle_deal_appeal_1to5,Q22_social_media_channels,Q23_eco_label_influence_1to5,Q24_purchase_barrier,Q25_purchase_likelihood,Q25_purchase_binary
R1818,Traditional Joint Family,18-25,Male,Uttar Pradesh,Rural / Village,Undergraduate,When product breaks/runs out,3,Joint family,3.0,Sometimes,Elders / Family head,30001-60000,45000,2001-5000,3500,Same price,4,Rarely,No and not interested,Outdoor Garden Furniture | Agri Crates/Tools | Stationery/School Supplies,Cotton sarees | Salwar suits/Kurtis,Iron/Cast iron | Stainless steel,Bright/Vibrant | Earthy tones,Festivals | New home/shifting | Wedding/family function,Local market / Kirana,Price/Affordability | Brand trust | Quality/Durability,2-3 times a month,4,WhatsApp groups | Meesho/ShareChat,4,Never thought about it,Very unlikely,0
R1819,Student Young Urban,18-25,Male,Haryana,Metro,Undergraduate,Festivals,1,Nuclear,0.0,Yes,Self,30001-60000,45000,2001-5000,3500,Up to 10% more,1,Always / It's a habit,No but interested,rPET Bottles/Containers | Storage Organisers | Stationery/School Supplies,Cotton sarees | Silk/Banarasi sarees | Salwar suits/Kurtis | Formal office wear,Stainless steel | Ceramic-coated,Earthy tones | White/Off-white | Pastels,New home/shifting | Wedding/family function,Online Amazon/Flipkart,Quality/Durability | Design/Aesthetics | Brand trust,Weekly,4,Instagram | YouTube | Facebook | WhatsApp groups,4,Doubt about quality,Very unlikely,0
R1820,Price-Sensitive Middle India,Above 50,Female,Karnataka,Tier-2 city,Postgraduate or above,When product breaks/runs out,5,Joint family,,Yes,Both equally,Above 100000,130000,500-2000,1250,Up to 10% more,1,Sometimes,No but interested,rPET Bottles/Containers,Cotton sarees | Silk/Banarasi sarees,Non-stick (Teflon) | Stainless steel,White/Off-white | Bright/Vibrant,Festivals | New home/shifting | Wedding/family function | Sale events,Local market / Kirana,Quality/Durability | Price/Affordability | Brand trust,Once every 3 months,3,Instagram | YouTube | WhatsApp groups | Meesho/ShareChat,3,Higher price,Very unlikely,0
R1821,Price-Sensitive Middle India,26-35,Male,West Bengal,Tier-2 city,12th / Diploma,Back-to-school,4,Joint family,2.0,No,Both equally,30001-60000,45000,500-2000,1250,Up to 10% more,4,Sometimes,Yes once or twice,rPET Bottles/Containers | Storage Organisers | Stationery/School Supplies,Silk/Banarasi sarees | Salwar suits/Kurtis | Formal office wear,Stainless steel | Aluminium,Bright/Vibrant,Festivals | New home/shifting | Back-to-school | Sale events | When product breaks/runs out,Local market / Kirana,Price/Affordability | Quality/Durability | Eco-friendly credentials,Once a month,4,WhatsApp groups | Meesho/ShareChat,4,Higher price,Unlikely,0
R1822,Urban Eco Millennial,18-25,Female,Maharashtra,Metro,Undergraduate,New home/shifting,3,Joint family,1.0,Yes,Self,30001-60000,45000,500-2000,1250,More than 25% premium,5,Sometimes,Yes regularly,rPET Bottles/Containers | Outdoor Garden Furniture | Storage Organisers,Cotton sarees | Silk/Banarasi sarees | Western wear,Non-stick (Teflon) | Ceramic-coated | Clay/Terracotta,Pastels | Earthy tones,Festivals | Wedding/family function | Sale events,Modern retail (D-Mart etc.),Price/Affordability | Eco-friendly credentials | Design/Aesthetics,Once every 3 months,5,Instagram | YouTube | WhatsApp groups,5,Higher price,Likely,1
R1823,Student Young Urban,Above 50,Female,Delhi,Tier-2 city,Postgraduate or above,Festivals,3,Nuclear,1.0,Yes,Self,30001-60000,45000,2001-5000,3500,Up to 10% more,3,Sometimes,Yes regularly,Stationery/School Supplies,Salwar suits/Kurtis | Western wear,Stainless steel | Aluminium,Dark/Neutral,Festivals | Wedding/family function | Back-to-school | Sale events | When product breaks/runs out,Online Amazon/Flipkart,Price/Affordability | Eco-friendly credentials | Social media/Influencer,2-3 times a month,4,Instagram | YouTube | WhatsApp groups,5,Higher price,Neutral,0
R1824,Traditional Joint Family,26-35,Male,Tamil Nadu,Rural / Village,Undergraduate,Sale events,4,Joint family,2.0,No,Elders / Family head,60001-100000,80000,500-2000,1250,Up to 10% more,3,Rarely,No and not interested,Outdoor Garden Furniture,Cotton sarees | Silk/Banarasi sarees | Synthetic/polyester sarees | Salwar suits/Kurtis,Non-stick (Teflon) | Stainless steel | Ceramic-coated | Clay/Terracotta,,New home/shifting | When product breaks/runs out,Online Amazon/Flipkart,Friends/Family recommendation | Brand trust | Price/Affordability,2-3 times a month,2,Instagram | YouTube | Facebook | WhatsApp groups | Meesho/ShareChat,4,Doubt about quality,Very unlikely,0
R1825,Student Young Urban,18-25,Male,Maharashtra,Tier-3 town,Postgraduate or above,Back-to-school,3,Nuclear,0.0,No,Self,30001-60000,45000,2001-5000,3500,Up to 25% more,3,Rarely,Yes once or twice,rPET Bottles/Containers | Storage Organisers | Agri Crates/Tools | Stationery/School Supplies,Salwar suits/Kurtis | Western wear | Formal office wear,Stainless steel,Bright/Vibrant | Dark/Neutral | Pastels,Back-to-school,Quick commerce (Blinkit/Zepto),Price/Affordability | Quality/Durability | Design/Aesthetics,Weekly,5,Instagram | YouTube | WhatsApp groups,5,No barrier - would buy,Likely,1
R1826,Rural / Agri Household,36-50,Male,Gujarat,Rural / Village,Up to 10th,Sale events,2,Joint family,2.0,Sometimes,Self,15000-30000,22500,2001-5000,3500,Up to 10% more,3,Never,No but interested,Agri Crates/Tools,Synthetic/polyester sarees | Salwar suits/Kurtis,Iron/Cast iron | Clay/Terracotta,,Festivals | Wedding/family function,Local market / Kirana,Price/Affordability | Quality/Durability | Friends/Family recommendation,Rarely / Only when needed,3,WhatsApp groups | Meesho/ShareChat,3,Doubt about quality,Unlikely,0
R1827,Urban Eco Millennial,18-25,Female,Odisha,Tier-2 city,Undergraduate,New home/shifting,2,Nuclear,0.0,Sometimes,Self,60001-100000,80000,5001-10000,7500,Up to 25% more,3,Often,Yes regularly,Storage Organisers | Stationery/School Supplies,Western wear,Non-stick (Teflon) | Aluminium,Dark/Neutral,Festivals | New home/shifting | Sale events,D2C brand website,Eco-friendly credentials | Brand trust | Social media/Influencer,Once a month,5,Instagram | YouTube | Facebook | WhatsApp groups,4,Distrust eco-claims (greenwashing),Unlikely,0
R1828,High-Income Premium Buyer,26-35,Male,Assam,Metro,Postgraduate or above,Back-to-school,4,Nuclear,0.0,Yes,Partner / Spouse,Above 100000,130000,2001-5000,3500,Up to 10% more,5,Always / It's a habit,No but interested,Outdoor Garden Furniture | Storage Organisers | Stationery/School Supplies,Silk/Banarasi sarees | Synthetic/polyester sarees | Salwar suits/Kurtis | Western wear | Formal office wear,Stainless steel | Ceramic-coated,Dark/Neutral | White/Off-white | Earthy tones,Wedding/family function | Sale events,Online Amazon/Flipkart,Price/Affordability | Quality/Durability | Social media/Influencer,2-3 times a month,3,Instagram,1,Never thought about it,Neutral,0
R1829,Traditional Joint Family,36-50,Male,Andhra Pradesh,Tier-2 city,12th / Diploma,Back-to-school,4,Nuclear,2.0,Sometimes,Elders / Family head,60001-100000,80000,2001-5000,3500,Up to 25% more,2,Never,No and not interested,rPET Bottles/Containers | Outdoor Garden Furniture | Storage Organisers | Agri Crates/Tools,Silk/Banarasi sarees | Western wear,Iron/Cast iron | Stainless steel,Bright/Vibrant | White/Off-white | Pastels,Festivals | Wedding/family function | Sale events,Local market / Kirana,Price/Affordability | Friends/Family recommendation | Design/Aesthetics,Once every 3 months,3,Facebook,2,Higher price,Very unlikely,0
R1830,Price-Sensitive Middle India,18-25,Male,Maharashtra,Tier-2 city,Undergraduate,Wedding/family function,3,Joint family,0.0,No,Both equally,Above 100000,130000,500-2000,1250,Up to 25% more,5,Often,No but interested,Outdoor Garden Furniture,Synthetic/polyester sarees | Salwar suits/Kurtis,Iron/Cast iron | Non-stick (Teflon) | Stainless steel | Ceramic-coated | Aluminium,White/Off-white,Festivals | New home/shifting | Wedding/family function | Sale events,Local market / Kirana,Quality/Durability | Design/Aesthetics | Price/Affordability,Once every 3 months,4,Instagram | Facebook,3,Doubt about quality,Unlikely,0
R1831,High-Income Premium Buyer,26-35,Male,Tamil Nadu,Metro,Postgraduate or above,New home/shifting,4,Nuclear,1.0,Yes,Self,60001-100000,80000,2001-5000,3500,Up to 25% more,4,Often,No but interested,rPET Bottles/Containers | Outdoor Garden Furniture,Cotton sarees | Salwar suits/Kurtis | Western wear | Formal office wear,Iron/Cast iron | Stainless steel | Ceramic-coated,White/Off-white | Earthy tones,Festivals | Back-to-school,D2C brand website,Quality/Durability | Eco-friendly credentials | Brand trust,Once every 3 months,3,Instagram | YouTube | WhatsApp groups,5,No barrier - would buy,Very likely,1
R1832,Student Young Urban,26-35,Female,Kerala,Metro,Up to 10th,Festivals,2,Joint family,0.0,Sometimes,Self,15000-30000,22500,5001-10000,7500,Same price,4,Always / It's a habit,Yes once or twice,Stationery/School Supplies,Western wear,Aluminium,Pastels | White/Off-white,Festivals | Back-to-school | Sale events | When product breaks/runs out,Online Amazon/Flipkart,Quality/Durability | Price/Affordability | Friends/Family recommendation,Once a month,4,Instagram | WhatsApp groups,3,Higher price,Unlikely,0
R1833,Student Young Urban,36-50,Female,Bihar,Metro,Undergraduate,Festivals,2,Nuclear,1.0,Yes,Self,30001-60000,45000,500-2000,1250,Same price,3,Always / It's a habit,Yes regularly,rPET Bottles/Containers | Storage Organisers | Stationery/School Supplies,Salwar suits/Kurtis | Western wear | Formal office wear,Clay/Terracotta,Pastels | Dark/Neutral | White/Off-white,New home/shifting,Local market / Kirana,Design/Aesthetics | Eco-friendly credentials | Quality/Durability,Rarely / Only when needed,5,YouTube,3,Doubt about quality,Unlikely,0
R1834,Traditional Joint Family,26-35,Female,Madhya Pradesh,Rural / Village,Up to 10th,Sale events,5,Nuclear,2.0,No,Elders / Family head,15000-30000,22500,500-2000,1250,Only if cheaper,4,Rarely,Yes once or twice,rPET Bottles/Containers | Outdoor Garden Furniture,Synthetic/polyester sarees,Iron/Cast iron | Stainless steel | Clay/Terracotta,White/Off-white | Bright/Vibrant | Dark/Neutral,Festivals | Wedding/family function | Sale events | When product breaks/runs out,Local market / Kirana,Design/Aesthetics | Brand trust | Price/Affordability,Once every 3 months,2,Instagram | WhatsApp groups | Meesho/ShareChat,2,Not easily available,Unlikely,0
R1835,Traditional Joint Family,36-50,Female,Uttar Pradesh,Tier-2 city,12th / Diploma,Sale events,5,Joint family,2.0,Sometimes,Both equally,30001-60000,45000,500-2000,1250,Only if cheaper,2,Never,Yes regularly,Storage Organisers | Agri Crates/Tools | Stationery/School Supplies,Silk/Banarasi sarees | Synthetic/polyester sarees | Salwar suits/Kurtis,Iron/Cast iron | Aluminium | Clay/Terracotta,Pastels,Festivals | New home/shifting | Back-to-school,Modern retail (D-Mart etc.),Design/Aesthetics | Price/Affordability | Quality/Durability,Once a month,4,YouTube | WhatsApp groups | Don't use social for discovery,2,Higher price,Very unlikely,0
R1836,Student Young Urban,26-35,Female,Bihar,Tier-3 town,Undergraduate,Festivals,3,Nuclear,0.0,Sometimes,Self,15000-30000,22500,500-2000,1250,Same price,3,Never,No but interested,rPET Bottles/Containers | Storage Organisers | Stationery/School Supplies,Western wear | Formal office wear,Non-stick (Teflon) | Ceramic-coated,Pastels,Back-to-school | Sale events,Online Amazon/Flipkart,Price/Affordability | Quality/Durability | Design/Aesthetics,Once a month,3,Instagram | YouTube | Facebook | WhatsApp groups,3,Doubt about quality,Unlikely,0
R1837,Urban Eco Millennial,26-35,Male,Maharashtra,Metro,Undergraduate,New home/shifting,3,Joint family,1.0,Yes,Self,30001-60000,45000,Above 10000,12000,More than 25% premium,5,Always / It's a habit,Yes regularly,Outdoor Garden Furniture | Storage Organisers | Stationery/School Supplies,Salwar suits/Kurtis | Western wear,Iron/Cast iron | Non-stick (Teflon) | Stainless steel,Pastels,Sale events,Online Amazon/Flipkart,Quality/Durability | Design/Aesthetics | Price/Affordability,2-3 times a month,4,Instagram | YouTube | WhatsApp groups,2,Doubt about quality,Neutral,0
R1838,Price-Sensitive Middle India,36-50,Male,Chhattisgarh,Tier-2 city,Undergraduate,Back-to-school,3,Joint family,0.0,Sometimes,Partner / Spouse,15000-30000,22500,Below 500,300,Up to 10% more,2,Rarely,Yes once or twice,Outdoor Garden Furniture | Storage Organisers,Salwar suits/Kurtis,Non-stick (Teflon) | Stainless steel,White/Off-white,Festivals | When product breaks/runs out,Modern retail (D-Mart etc.),Brand trust | Friends/Family recommendation | Eco-friendly credentials,Once every 3 months,1,YouTube | Facebook | WhatsApp groups,5,Distrust eco-claims (greenwashing),Unlikely,0
R1839,High-Income Premium Buyer,36-50,Male,Uttar Pradesh,Metro,Postgraduate or above,Back-to-school,4,Joint family,1.0,Yes,Both equally,Above 100000,130000,2001-5000,3500,More than 25% premium,5,Always / It's a habit,No but interested,Outdoor Garden Furniture,Synthetic/polyester sarees | Salwar suits/Kurtis | Western wear | Formal office wear,Non-stick (Teflon) | Stainless steel,Dark/Neutral | Earthy tones,Back-to-school | Sale events,Modern retail (D-Mart etc.),Eco-friendly credentials | Quality/Durability | Price/Affordability,Rarely / Only when needed,2,Don't use social for discovery,2,No barrier - would buy,Very likely,1
R1840,Price-Sensitive Middle India,36-50,Male,Uttar Pradesh,Rural / Village,Undergraduate,New home/shifting,5,Nuclear,,Yes,Both equally,Below 15000,10000,2001-5000,3500,Up to 10% more,3,Sometimes,No but interested,rPET Bottles/Containers | Storage Organisers | Agri Crates/Tools | Stationery/School Supplies,Silk/Banarasi sarees | Salwar suits/Kurtis | Western wear,Non-stick (Teflon),Earthy tones,Festivals | Sale events,Local market / Kirana,Price/Affordability | Brand trust | Quality/Durability,Once every 3 months,4,YouTube | Facebook,3,Higher price,Unlikely,0
R1841,Price-Sensitive Middle India,Above 50,Female,West Bengal,Tier-2 city,Undergraduate,When product breaks/runs out,3,Joint family,2.0,No,Both equally,30001-60000,45000,500-2000,1250,Up to 10% more,2,Rarely,No but interested,rPET Bottles/Containers | Outdoor Garden Furniture | Storage Organisers | Stationery/School Supplies,Silk/Banarasi sarees | Salwar suits/Kurtis | Western wear,Iron/Cast iron | Stainless steel,White/Off-white,Festivals | New home/shifting | Wedding/family function | Sale events,Local market / Kirana,Brand trust | Price/Affordability | Design/Aesthetics,Once every 3 months,2,,2,Higher price,Very unlikely,0
R1842,Rural / Agri Household,Above 50,Male,Uttar Pradesh,Tier-3 town,Undergraduate,Wedding/family function,5,Joint family,1.0,No,Elders / Family head,Below 15000,10000,500-2000,1250,Same price,2,Sometimes,Yes once or twice,Outdoor Garden Furniture | Agri Crates/Tools,Silk/Banarasi sarees | Synthetic/polyester sarees | Salwar suits/Kurtis,Stainless steel | Ceramic-coated | Aluminium,Earthy tones | No preference | Dark/Neutral,Festivals | Wedding/family function,Local market / Kirana,Price/Affordability | Friends/Family recommendation | Quality/Durability,Once every 3 months,3,Instagram | YouTube | WhatsApp groups | Meesho/ShareChat,3,Never thought about it,Very unlikely,0
R1843,Rural / Agri Household,Above 50,Male,Jharkhand,Rural / Village,12th / Diploma,Wedding/family function,5,Joint family,3.0,Sometimes,Self,Below 15000,10000,2001-5000,3500,Same price,2,Never,Yes once or twice,rPET Bottles/Containers | Storage Organisers | Agri Crates/Tools,Synthetic/polyester sarees | Salwar suits/Kurtis,Iron/Cast iron | Aluminium,Earthy tones,Festivals | New home/shifting | Back-to-school | When product breaks/runs out,Local market / Kirana,Quality/Durability | Friends/Family recommendation | Brand trust,Once every 3 months,2,Facebook | Meesho/ShareChat,4,Not easily available,Very unlikely,0
R1844,Student Young Urban,18-25,Male,Rajasthan,Metro,Undergraduate,Festivals,2,Joint family,0.0,Yes,Self,15000-30000,22500,500-2000,1250,Up to 10% more,4,Rarely,No but interested,rPET Bottles/Containers | Outdoor Garden Furniture | Stationery/School Supplies,Salwar suits/Kurtis | Western wear | Formal office wear,,Bright/Vibrant | Dark/Neutral | Earthy tones,Back-to-school,Local market / Kirana,Price/Affordability | Design/Aesthetics | Friends/Family recommendation,Once every 3 months,5,Instagram | YouTube,1,No barrier - would buy,Neutral,0
R1845,High-Income Premium Buyer,Above 50,Non-binary / Prefer not to say,Tamil Nadu,Metro,Postgraduate or above,New home/shifting,3,Nuclear,1.0,Yes,Self,Above 100000,130000,5001-10000,7500,Only if cheaper,5,Sometimes,No but interested,Outdoor Garden Furniture | Storage Organisers | Stationery/School Supplies,Silk/Banarasi sarees | Western wear | Formal office wear,Non-stick (Teflon) | Stainless steel,White/Off-white,When product breaks/runs out,Quick commerce (Blinkit/Zepto),Brand trust | Eco-friendly credentials | Friends/Family recommendation,Once a month,4,Instagram | YouTube | WhatsApp groups,3,Distrust eco-claims (greenwashing),Unlikely,0
